Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Damage,Annual_Premium,Vintage,VAge1,VAge2,VAge3,VPolicy0,VPolicy1,VPolicy2,VPolicy3,Response
0,45,1,29,1,0,24593,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,43,1,18,0,1,52261,199,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,46,1,28,0,1,55089,190,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,53,1,28,0,1,46086,14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,59,1,28,0,1,43993,265,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,29,1,30,1,0,25446,185,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,41,1,10,0,1,24378,183,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1,40,1,28,0,1,51267,135,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,43,1,28,0,1,35570,163,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,22,1,14,1,0,35563,252,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,29,1,28,1,0,69138,228,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,27,1,12,1,0,55834,143,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,45,1,28,0,1,55873,262,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,35,1,6,0,1,25543,19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1,46,1,46,1,0,29197,252,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,36,1,28,0,0,2630,39,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,35,1,29,1,0,24901,223,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1,51,1,28,0,1,38200,112,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,50,1,28,1,0,44349,245,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,23,1,43,0,0,25102,214,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,26,1,3,1,0,22696,296,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,25,1,30,1,0,2630,234,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,44,1,8,0,1,43018,203,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,30,1,41,1,0,45002,35,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,23,1,36,0,0,28130,69,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,63,1,29,0,1,2630,65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1,22,1,6,1,0,45369,262,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,65,1,48,0,1,2630,21,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0,57,1,28,1,0,52688,293,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,46,1,37,0,1,32764,190,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,53,1,28,0,0,44019,100,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,61,1,48,1,0,2630,174,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,27,1,43,1,0,38706,71,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,26,1,41,1,0,21037,232,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,22,1,47,0,1,36995,65,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,46,1,28,0,1,30212,253,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,24,1,28,1,0,66320,94,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,24,1,33,1,0,43240,180,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,52,1,5,0,1,2630,200,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,41,1,28,0,1,43271,21,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,22,1,28,1,1,55292,140,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,21,1,41,1,0,34570,89,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,53,1,28,0,1,56913,175,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,67,1,14,0,1,59282,182,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,57,1,28,0,1,50260,249,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0,41,1,8,0,0,35870,139,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,23,1,9,0,1,32922,283,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,33,1,12,0,0,2630,209,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,35,1,11,1,1,2630,174,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,25,1,17,0,0,2630,40,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,48,1,28,0,1,66716,178,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,24,1,2,1,0,32444,153,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,55,1,35,0,1,28828,117,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,23,1,37,0,1,33557,229,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,36,1,28,0,1,40112,294,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,75,1,8,1,0,46981,22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,21,1,11,1,0,28955,13,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,43,1,29,0,1,2630,206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,25,1,24,1,0,2630,272,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,27,1,28,1,0,60225,297,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,1,28,1,0,25210,243,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,57,1,28,1,0,31548,172,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,44,1,46,0,1,30209,176,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,58,1,48,0,1,2630,52,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,66,1,3,1,1,41737,225,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,24,1,8,0,1,47734,145,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,30,1,8,1,0,33274,15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,24,1,27,1,0,27049,150,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,67,1,28,1,1,38442,213,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,67,1,8,0,1,32514,30,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,43,1,39,0,1,38235,204,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,44,1,47,1,0,22421,219,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,23,1,21,0,1,34432,31,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,40,1,28,0,1,32882,52,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,52,1,30,0,1,32938,58,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,22,1,41,1,0,33325,255,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,71,1,28,1,0,47653,85,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,21,1,30,1,0,32461,208,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,54,1,28,1,0,48688,178,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,24,1,37,1,0,30634,254,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,72,1,28,1,0,60242,156,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,42,1,0,1,0,2630,269,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,20,1,43,0,1,34200,34,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,37,1,41,0,1,29951,217,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,27,1,33,1,0,34265,260,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,34,1,28,0,1,2630,79,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,76,1,12,0,1,33027,237,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,24,1,10,1,0,23063,101,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,21,1,8,1,0,26653,109,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,25,1,8,1,0,30057,91,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,26,1,41,1,0,45141,74,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,21,1,12,1,0,27382,176,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,72,1,41,0,1,33496,195,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1,23,1,29,0,1,58122,168,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1,23,1,15,0,1,27112,77,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0,22,1,39,0,1,43609,200,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1,80,1,28,0,1,39128,234,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,32,1,28,0,1,2630,239,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,28,1,46,1,0,36312,110,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,24,1,46,0,1,33251,145,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,26,1,50,0,1,32262,195,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,52,1,2,0,1,2630,62,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1,37,1,28,0,1,63284,152,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,29,1,47,1,0,38410,267,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,59,1,28,0,1,41625,18,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1,40,1,28,0,1,33668,186,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,26,1,18,0,1,30837,115,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,27,1,10,1,0,21958,27,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,23,1,12,1,0,28919,286,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,37,1,28,0,1,31798,161,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1,48,1,30,0,1,28560,277,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,47,1,41,0,1,36567,168,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,40,1,10,1,0,31204,23,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,30,1,30,0,1,29223,265,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,22,1,17,0,1,35305,94,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,29,1,28,1,0,2630,27,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,66,1,15,0,1,28200,290,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,24,1,28,1,0,53438,198,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,40,1,39,0,1,27786,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,40,1,50,0,1,38182,274,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,56,1,9,0,1,40955,23,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,87,1,28,0,1,45902,99,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,30,1,33,1,0,30827,138,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,63,1,29,1,1,2630,218,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,24,1,41,1,0,28392,202,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,55,1,28,1,0,24090,126,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,38,1,50,0,1,24409,46,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,42,1,28,0,1,45948,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,44,1,28,0,1,30130,152,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,30,1,41,0,1,25541,198,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0,39,1,28,0,1,35346,64,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,22,1,22,1,0,21458,199,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,48,0,41,0,1,34096,193,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,54,1,28,1,0,30478,204,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,36,1,11,1,0,2630,243,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1,24,1,3,0,1,26222,160,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,23,1,2,0,1,27381,246,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,43,1,28,0,1,62837,219,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,68,1,45,0,1,30645,22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0,61,1,33,0,0,2630,126,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,30,1,46,1,0,24556,49,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,30,1,46,0,1,2630,169,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,60,1,3,0,1,2630,259,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,58,1,28,0,1,44987,39,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0,54,1,40,0,1,23626,75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0,37,1,28,0,1,45878,298,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,50,1,28,0,1,54827,171,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,29,1,46,0,1,41477,298,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1,23,1,47,0,1,28365,293,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0,69,1,8,1,0,35560,49,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,24,1,21,0,1,24224,115,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,23,1,30,1,0,29423,113,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,30,1,47,1,0,2630,99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,38,1,8,0,1,2630,175,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,25,1,15,0,0,39558,17,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,51,1,28,1,0,36463,76,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,24,1,30,0,0,35229,42,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,26,1,28,1,0,43452,97,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,50,1,15,1,1,26179,297,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,45,1,28,0,1,47618,43,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,39,1,28,1,1,37294,124,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,27,1,41,0,0,23208,58,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,29,1,8,1,0,28741,64,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,26,1,47,0,1,33292,240,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0,56,1,2,0,1,33691,191,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,35,1,5,0,0,27624,15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,45,1,48,1,0,2630,118,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,24,1,39,1,0,2630,81,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,39,1,18,0,1,49865,156,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,42,1,8,0,1,43727,272,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1,48,1,28,0,1,38768,246,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,46,1,28,1,0,25780,64,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,42,1,46,0,0,19487,26,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,75,1,40,1,0,2630,87,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,24,1,47,0,1,33292,97,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1,25,1,29,1,0,50760,156,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,33,1,39,0,1,28690,165,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,39,1,2,1,1,20742,47,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,42,1,28,0,1,55948,16,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,40,1,29,0,1,35495,222,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,28,1,30,1,0,2630,279,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,50,1,8,0,1,43927,50,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,25,1,10,1,0,34706,105,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,42,1,28,0,1,2630,299,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,25,1,28,1,0,38100,159,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,50,1,28,0,1,2630,227,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,26,1,17,1,0,42359,33,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,1,12,1,0,24366,15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,40,1,9,0,1,2630,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,22,1,28,1,0,44695,112,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,54,1,46,0,1,33389,50,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,25,1,37,0,0,36358,161,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,39,1,17,0,1,35386,266,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,45,1,47,0,1,33015,66,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,42,1,11,0,1,28308,26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,41,1,28,0,1,38425,200,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,71,1,28,0,1,22678,94,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,41,1,28,0,1,36660,28,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,28,1,32,1,0,2630,114,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,23,1,34,0,1,36630,196,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,40,1,28,0,1,29056,201,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,34,1,6,1,0,25989,27,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0,22,1,41,1,0,26659,76,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,43,1,28,0,1,44663,249,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,42,1,33,0,1,27549,182,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,24,1,28,0,1,41992,130,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,41,1,35,0,1,2630,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,41,1,30,0,1,18087,239,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,32,1,36,0,1,37138,199,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,52,1,22,1,0,28522,89,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,69,1,28,0,1,62126,294,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0,52,1,39,1,0,2630,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,63,1,50,0,1,2630,114,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,22,1,6,1,0,31994,246,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,49,1,46,0,1,2630,246,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,68,1,2,0,1,37186,109,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,30,1,29,0,0,48204,276,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,24,1,27,1,0,2630,109,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,36,1,46,0,1,28888,144,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,59,1,28,0,1,62659,171,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0,47,1,41,1,0,29686,95,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,57,1,13,0,1,2630,161,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,23,1,41,1,0,36186,252,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,24,1,16,0,0,18362,86,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,33,1,24,0,1,2630,41,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,38,1,26,1,0,24807,150,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,24,1,8,1,0,39400,205,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,42,1,28,0,1,31327,184,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,43,1,28,0,1,33395,34,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,25,1,43,0,1,28618,219,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,23,1,41,0,1,38960,258,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,45,1,43,0,1,27113,72,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,43,1,19,1,0,27258,251,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,25,1,6,1,0,28659,36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,66,1,28,1,0,44339,298,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,21,1,11,1,0,35842,173,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,38,1,28,0,1,30861,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,80,1,41,0,1,34931,232,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1,24,1,29,1,0,26093,247,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,43,1,8,0,1,38135,186,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,44,1,28,0,0,41479,132,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,56,1,8,0,1,46852,260,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1,24,1,15,0,0,28174,26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,22,1,25,1,0,34039,111,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,47,1,28,0,1,35121,145,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1,35,1,1,0,1,2630,76,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,48,1,25,1,0,38567,114,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,47,1,19,0,1,34416,42,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,42,1,28,0,1,55950,140,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,23,1,46,0,1,19271,72,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0,48,1,30,1,0,29296,82,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,45,1,46,0,1,2630,168,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,23,1,37,0,1,27809,157,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0,33,1,28,0,1,32960,56,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1,28,1,3,0,1,2630,57,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,50,1,28,0,0,2630,236,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,67,1,45,1,0,2630,238,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1,23,1,11,1,0,20799,124,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,46,1,28,0,0,24989,187,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,35,1,28,0,1,34308,248,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1,23,1,37,1,0,17410,289,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,49,1,28,0,1,27430,249,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,52,1,30,0,1,2630,186,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,29,1,41,1,0,35253,23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,48,1,28,0,1,25007,71,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,28,1,8,0,0,35666,205,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,23,1,41,0,1,24085,290,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,22,1,8,1,0,51942,100,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,52,1,38,1,0,31022,116,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1,27,1,28,1,0,26516,96,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,40,1,36,0,1,2630,65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,43,1,28,0,1,48941,40,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,33,1,28,0,1,33460,14,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1,32,1,10,1,0,50466,30,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,46,1,28,0,1,33781,75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1,24,1,8,1,0,44616,235,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,66,1,50,0,1,2630,153,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,32,1,46,0,1,30357,25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0,41,1,36,0,1,22659,87,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,45,1,48,1,0,2630,158,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,67,1,28,0,1,38557,228,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1,24,1,14,1,0,22099,160,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,28,1,5,1,0,2630,47,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,50,1,28,0,1,51384,20,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,53,1,28,0,1,34241,67,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1,53,1,28,1,0,60449,297,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0,69,1,30,1,0,2630,22,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0,38,1,28,0,1,40332,72,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0,26,1,15,1,0,36972,71,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,1,41,1,0,32745,278,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,58,1,41,0,1,29886,68,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0,48,1,28,0,1,44806,157,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,27,1,28,1,0,30685,281,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,33,1,29,0,1,2630,24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0,29,1,9,0,1,29886,272,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
