,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
19618,Female,20,1,16,0,< 1 Year,No,2630,160,140,0
22592,Male,40,1,3,1,1-2 Year,No,24847,124,74,0
32599,Male,22,1,10,0,< 1 Year,Yes,28157,152,261,0
20824,Male,55,1,41,0,1-2 Year,Yes,28679,26,203,1
59445,Female,28,1,25,1,< 1 Year,No,2630,152,43,0
48815,Female,27,1,27,1,< 1 Year,No,2630,152,80,0
29124,Male,40,1,32,0,1-2 Year,Yes,2630,124,35,1
29371,Female,59,1,41,0,1-2 Year,Yes,29768,124,217,1
10283,Male,30,1,3,0,1-2 Year,Yes,26852,124,134,1
64894,Male,44,1,28,1,1-2 Year,No,27385,124,173,0
901,Male,24,1,30,1,< 1 Year,No,26379,152,222,0
21591,Female,33,1,24,0,1-2 Year,Yes,2630,157,135,0
604,Male,73,1,28,0,1-2 Year,Yes,55827,124,232,1
17340,Male,54,1,29,0,> 2 Years,Yes,46907,26,120,1
31529,Female,39,1,28,0,1-2 Year,No,39013,26,2109,0
63863,Male,26,1,28,1,< 1 Year,No,33870,152,260,0
19799,Female,40,1,28,0,> 2 Years,Yes,47453,124,122,1
1535,Female,24,1,41,1,< 1 Year,No,28832,152,50,0
25022,Male,44,1,46,0,1-2 Year,Yes,21462,26,293,0
1173,Female,47,1,28,0,1-2 Year,Yes,26107,124,58,0
11795,Male,46,1,28,0,1-2 Year,Yes,33746,26,236,1
55611,Male,47,1,41,0,1-2 Year,Yes,33037,12,291,0
32581,Male,23,1,35,1,< 1 Year,No,37290,26,47,0
7052,Female,25,1,21,1,< 1 Year,No,20856,152,256,0
23391,Male,43,1,28,1,1-2 Year,No,26650,124,186,0
52911,Male,30,1,28,1,1-2 Year,No,2630,26,228,0
51122,Female,23,1,47,0,< 1 Year,No,44352,152,234,0
33605,Female,36,1,29,0,1-2 Year,No,2630,156,298,0
35465,Male,43,1,28,0,1-2 Year,Yes,35530,26,80,1
20406,Female,43,1,28,0,1-2 Year,Yes,42073,124,268,1
5752,Male,28,1,10,1,< 1 Year,No,32386,152,120,0
30724,Female,47,1,28,1,1-2 Year,No,40623,26,56,0
45166,Male,45,1,30,0,1-2 Year,Yes,25555,124,165,0
9997,Female,48,1,28,0,1-2 Year,Yes,32448,124,103,1
59312,Male,71,1,11,0,1-2 Year,Yes,48213,26,4410,0
49343,Female,66,1,30,1,1-2 Year,No,25761,152,76,0
58971,Male,66,1,46,0,1-2 Year,No,37324,154,282,0
23515,Female,30,1,49,1,< 1 Year,No,2630,152,142,0
17855,Male,71,1,28,1,1-2 Year,No,41078,122,261,0
63511,Male,22,1,21,0,< 1 Year,Yes,25080,124,69,1
37988,Male,23,1,50,0,< 1 Year,Yes,43829,152,144,1
34294,Male,76,1,24,0,1-2 Year,Yes,19677,26,120,0
60422,Male,23,1,8,1,1-2 Year,No,44887,26,192,0
14449,Female,24,1,6,1,< 1 Year,No,21767,152,154,0
10227,Male,24,1,28,0,< 1 Year,Yes,38705,152,39,0
50081,Male,23,1,46,0,< 1 Year,Yes,23035,152,285,0
52925,Female,67,1,28,0,1-2 Year,Yes,51034,26,196,0
2856,Female,25,1,13,0,< 1 Year,Yes,34658,26,67,0
38633,Female,64,1,28,0,> 2 Years,Yes,49350,25,172,1
16430,Female,36,1,8,0,1-2 Year,Yes,2630,156,136,0
33492,Female,22,1,50,1,< 1 Year,No,41876,152,92,0
20711,Male,37,1,46,1,1-2 Year,No,22569,26,143,0
21568,Female,50,1,28,0,1-2 Year,Yes,23770,124,187,1
19162,Female,28,1,35,1,< 1 Year,No,34278,152,117,0
34900,Female,21,1,13,0,< 1 Year,Yes,21922,152,244,1
64758,Male,43,1,35,0,1-2 Year,Yes,29227,26,202,1
54339,Male,28,1,28,1,< 1 Year,Yes,35559,160,292,0
32706,Female,22,1,49,0,< 1 Year,Yes,2630,152,238,0
12838,Male,25,1,41,1,< 1 Year,No,25922,152,140,0
3949,Female,36,1,28,0,1-2 Year,Yes,42901,157,218,1
52584,Female,22,1,29,1,< 1 Year,No,38784,152,199,0
19994,Male,50,1,46,1,1-2 Year,No,23752,26,231,0
23522,Male,26,1,15,0,< 1 Year,Yes,2630,151,206,0
9140,Male,39,1,6,0,1-2 Year,Yes,40038,26,194,0
31279,Male,72,1,28,0,1-2 Year,Yes,25824,26,273,0
21757,Male,41,1,46,0,1-2 Year,Yes,23679,11,54,1
20680,Female,79,1,42,0,1-2 Year,No,42219,26,24,0
10092,Female,23,1,6,0,< 1 Year,Yes,25961,152,233,0
12235,Female,56,1,25,1,1-2 Year,No,2630,25,160,0
64541,Male,31,1,41,1,1-2 Year,No,36982,124,12,0
9995,Male,71,1,50,1,1-2 Year,No,51162,8,70,0
13446,Female,33,1,36,0,1-2 Year,Yes,32966,124,81,0
58498,Female,72,1,18,1,1-2 Year,No,39421,154,101,0
17987,Female,48,1,0,0,1-2 Year,Yes,2630,26,157,0
9539,Female,56,1,8,0,1-2 Year,Yes,30459,26,290,1
13786,Female,22,1,15,1,< 1 Year,No,34005,152,294,0
19279,Male,40,1,50,1,1-2 Year,No,27279,64,241,0
24885,Male,40,1,8,0,1-2 Year,No,2630,156,61,0
13207,Female,42,1,37,0,1-2 Year,No,34061,124,80,0
20907,Male,37,1,28,1,1-2 Year,No,48650,26,72,0
30136,Male,64,1,29,0,1-2 Year,Yes,42609,26,75,0
30129,Male,80,1,41,0,> 2 Years,Yes,69071,26,88,1
25514,Male,63,1,28,0,1-2 Year,Yes,46701,26,131,0
18783,Female,23,1,41,0,< 1 Year,Yes,35304,152,203,0
38784,Male,51,1,18,0,1-2 Year,Yes,24358,124,98,0
58411,Male,37,1,8,0,1-2 Year,Yes,34460,124,250,1
43524,Female,50,1,28,0,> 2 Years,Yes,30336,26,252,1
61947,Male,23,1,29,1,< 1 Year,No,21774,152,44,0
31849,Male,43,1,28,0,1-2 Year,Yes,43987,26,135,0
5083,Female,24,1,2,1,< 1 Year,No,29472,152,115,0
41475,Male,67,1,41,1,1-2 Year,Yes,50913,12,25,0
65304,Male,44,1,22,0,1-2 Year,Yes,28398,23,298,1
63741,Female,31,1,28,0,1-2 Year,Yes,45859,157,63,1
63667,Male,77,1,35,0,1-2 Year,Yes,27604,26,181,1
26486,Male,47,1,28,0,1-2 Year,Yes,36273,26,291,1
36976,Male,42,1,50,0,1-2 Year,No,35333,152,37,0
63348,Male,23,1,8,0,< 1 Year,Yes,54764,152,109,0
42186,Male,27,1,31,1,< 1 Year,No,2630,26,74,0
22004,Male,41,1,28,0,1-2 Year,No,51196,26,147,0
59919,Male,39,1,28,1,1-2 Year,No,2630,124,200,0
46570,Male,32,1,41,1,< 1 Year,No,37714,152,38,0
21645,Male,32,1,41,0,< 1 Year,Yes,33534,124,222,0
25078,Female,26,1,35,1,< 1 Year,No,38791,152,298,0
61673,Male,73,1,18,0,> 2 Years,Yes,39661,26,207,1
61824,Male,48,1,28,0,1-2 Year,Yes,31660,26,239,1
12662,Female,42,1,41,0,1-2 Year,Yes,36696,26,138,1
33865,Male,53,1,8,0,1-2 Year,Yes,43138,26,254,1
9325,Male,22,1,46,1,< 1 Year,No,34300,152,38,0
50148,Female,40,1,28,0,1-2 Year,Yes,40395,124,87,1
34628,Male,56,1,28,0,< 1 Year,No,2630,1,31,0
64377,Male,41,1,28,0,1-2 Year,Yes,85922,124,113,0
7230,Female,68,1,28,1,1-2 Year,Yes,48878,26,207,0
59623,Female,25,1,37,0,< 1 Year,No,33354,152,255,0
4627,Female,21,1,46,0,< 1 Year,No,22818,160,36,0
6048,Male,45,1,8,0,1-2 Year,Yes,44807,7,157,0
55573,Male,62,1,39,1,1-2 Year,No,39053,124,38,0
8768,Female,41,1,11,1,1-2 Year,No,25052,152,198,0
7978,Male,49,1,8,1,1-2 Year,No,35253,124,36,0
53916,Male,24,1,32,0,< 1 Year,Yes,34424,152,55,0
35343,Male,44,1,41,0,1-2 Year,No,56893,26,288,0
9250,Male,52,1,28,0,1-2 Year,Yes,36886,124,294,1
19581,Male,52,1,9,1,1-2 Year,Yes,38101,26,155,0
45328,Male,22,1,46,0,< 1 Year,Yes,44557,152,199,0
57541,Female,51,1,28,1,1-2 Year,No,55610,124,20,0
27359,Male,66,1,47,0,> 2 Years,Yes,48955,26,73,0
32668,Male,48,1,41,0,1-2 Year,Yes,32087,26,35,1
53054,Female,57,1,30,1,1-2 Year,No,2630,55,42,0
30465,Male,44,1,28,0,1-2 Year,Yes,32299,26,183,0
13639,Female,24,1,12,0,< 1 Year,No,31316,160,42,0
640,Male,44,1,30,0,1-2 Year,Yes,2630,124,56,1
31823,Male,59,1,28,0,1-2 Year,Yes,48945,26,179,1
49315,Female,53,1,28,0,> 2 Years,Yes,38131,26,288,0
8395,Male,27,1,40,1,< 1 Year,No,2630,152,246,0
50682,Female,43,1,28,0,1-2 Year,Yes,44971,124,239,1
49158,Male,46,1,28,0,1-2 Year,Yes,44240,122,281,1
47481,Female,57,1,19,0,1-2 Year,Yes,2630,124,51,0
36760,Female,47,1,28,1,1-2 Year,No,61767,26,42,0
17756,Female,48,1,36,1,1-2 Year,No,27021,26,263,0
4493,Male,44,1,33,0,1-2 Year,Yes,52694,26,222,0
5073,Female,33,1,23,1,< 1 Year,No,26878,152,50,0
52979,Female,25,1,8,1,< 1 Year,No,37006,152,179,0
12268,Male,49,1,8,0,1-2 Year,Yes,45055,124,77,1
24947,Female,78,1,28,0,1-2 Year,Yes,2630,26,111,0
27854,Male,58,1,8,0,> 2 Years,Yes,31903,154,206,0
20014,Male,47,1,28,0,1-2 Year,Yes,38702,124,263,0
11420,Male,25,1,6,1,< 1 Year,No,23653,152,70,0
20652,Female,39,1,28,0,1-2 Year,Yes,39170,124,42,0
16322,Female,30,1,47,0,< 1 Year,No,44287,152,135,0
55955,Female,21,1,6,0,< 1 Year,Yes,33874,152,242,0
7167,Female,53,1,28,1,1-2 Year,No,50485,60,285,0
31270,Male,41,1,33,1,1-2 Year,No,28501,26,271,0
362,Female,31,1,18,1,< 1 Year,No,24903,152,68,0
26381,Male,58,1,28,0,1-2 Year,Yes,2630,26,250,0
6830,Female,21,1,46,1,< 1 Year,No,28245,160,185,0
28967,Male,24,1,28,1,< 1 Year,No,25007,152,272,0
2049,Female,61,1,28,0,1-2 Year,Yes,41994,124,297,1
36275,Female,55,1,28,0,1-2 Year,Yes,38579,4,216,1
45285,Female,24,1,11,1,< 1 Year,No,38323,152,78,0
15982,Female,38,1,32,0,1-2 Year,Yes,31908,26,156,0
58471,Male,39,1,28,0,1-2 Year,Yes,40062,26,17,0
802,Male,49,1,28,0,1-2 Year,Yes,2630,26,298,1
14020,Male,33,1,35,1,< 1 Year,No,34632,122,38,0
41235,Male,21,1,29,1,< 1 Year,No,41101,152,192,0
48089,Female,24,1,28,1,< 1 Year,No,59420,152,286,0
63795,Male,33,1,29,0,< 1 Year,Yes,41552,124,296,0
27248,Male,51,1,28,0,> 2 Years,Yes,43613,125,299,0
47574,Male,33,1,28,0,1-2 Year,Yes,48592,124,188,0
62465,Female,22,1,3,1,< 1 Year,No,23553,152,224,0
3970,Female,48,1,14,1,1-2 Year,No,17606,156,108,0
52227,Female,25,1,41,1,< 1 Year,No,22645,152,131,0
23774,Male,25,1,28,0,< 1 Year,Yes,37796,26,69,0
18027,Female,23,1,29,1,< 1 Year,No,29766,152,223,0
32136,Female,47,1,8,0,1-2 Year,Yes,54700,26,150,1
58263,Male,42,1,28,0,> 2 Years,Yes,44326,26,249,1
6471,Female,42,1,28,0,1-2 Year,Yes,36806,124,143,1
58405,Male,77,1,8,0,1-2 Year,Yes,34558,26,262,0
24804,Female,39,1,46,0,1-2 Year,No,27509,26,191,0
37052,Male,25,1,47,0,< 1 Year,Yes,47110,152,152,0
13698,Male,24,1,50,0,< 1 Year,Yes,36654,152,74,0
64611,Female,23,1,43,0,< 1 Year,Yes,39100,152,248,0
27865,Female,22,1,41,1,< 1 Year,No,50351,152,171,0
17030,Female,39,1,28,0,1-2 Year,Yes,31147,125,18,0
50345,Male,45,1,15,0,1-2 Year,Yes,2630,124,193,1
43741,Male,46,1,28,0,1-2 Year,Yes,36792,124,261,1
16805,Female,24,1,28,1,< 1 Year,Yes,35436,152,164,0
45740,Male,62,1,38,0,> 2 Years,Yes,28324,124,287,0
55566,Female,21,1,47,0,< 1 Year,Yes,28563,152,38,0
23170,Male,24,1,29,1,< 1 Year,No,27172,152,169,0
8017,Male,65,1,28,1,1-2 Year,No,30063,124,99,0
63377,Male,24,1,30,1,< 1 Year,No,24342,152,132,0
31818,Male,38,1,28,0,1-2 Year,Yes,25872,26,214,0
56214,Female,64,1,46,0,> 2 Years,Yes,33468,26,78,1
39828,Female,47,1,30,1,1-2 Year,No,34764,152,156,0
42918,Male,74,1,46,0,1-2 Year,No,28548,26,106,0
9093,Male,27,1,3,1,< 1 Year,No,42282,152,147,0
37547,Male,37,1,39,0,1-2 Year,Yes,44569,26,125,1
38858,Male,52,1,50,0,1-2 Year,Yes,34840,154,160,0
52169,Female,26,1,11,1,< 1 Year,No,36956,152,62,0
7374,Female,62,1,30,1,1-2 Year,Yes,49452,124,10,0
12888,Male,33,1,0,0,1-2 Year,Yes,2630,26,228,1
16260,Female,41,1,30,1,1-2 Year,No,23460,124,215,0
15311,Male,48,1,8,0,1-2 Year,Yes,33050,7,163,0
42222,Female,29,1,41,1,< 1 Year,No,55414,152,42,0
6520,Male,40,1,15,0,1-2 Year,Yes,36757,124,55,1
12884,Male,43,1,16,0,1-2 Year,Yes,32838,124,215,0
42968,Male,52,1,28,0,1-2 Year,Yes,83873,124,299,1
57054,Male,29,1,36,1,1-2 Year,No,41130,29,249,0
61271,Male,58,1,3,1,1-2 Year,No,38242,124,52,0
58996,Male,22,1,28,0,< 1 Year,Yes,34428,160,229,0
26899,Male,20,1,50,0,< 1 Year,Yes,42774,160,176,0
1580,Male,32,1,41,1,< 1 Year,No,31576,152,184,0
9104,Female,44,1,35,0,1-2 Year,Yes,2630,26,221,0
37416,Female,55,1,0,0,1-2 Year,Yes,2630,122,158,0
12370,Male,70,1,28,0,1-2 Year,Yes,49918,13,50,0
28505,Female,26,1,15,1,< 1 Year,No,26559,152,56,0
39388,Male,33,1,28,0,1-2 Year,Yes,78406,156,139,0
21673,Female,38,1,28,0,1-2 Year,Yes,2630,124,260,1
46751,Female,24,1,29,0,1-2 Year,No,46420,26,10,0
11974,Female,26,1,41,1,< 1 Year,No,18262,152,54,0
21245,Male,20,1,50,0,< 1 Year,Yes,24738,160,243,0
35225,Male,26,1,21,1,< 1 Year,No,25886,152,82,0
50289,Male,46,1,23,1,1-2 Year,No,2630,124,148,0
56339,Male,66,1,8,0,1-2 Year,Yes,45159,124,84,0
25702,Female,49,1,41,0,1-2 Year,Yes,23119,26,236,1
45454,Female,30,1,28,1,1-2 Year,No,46104,124,198,0
31096,Male,40,1,11,0,1-2 Year,Yes,23654,26,269,0
56421,Female,36,1,35,0,1-2 Year,Yes,29793,26,76,1
49226,Male,25,1,41,1,< 1 Year,No,32328,152,125,0
61136,Female,33,1,21,0,< 1 Year,Yes,29581,152,78,1
18991,Male,41,1,18,0,1-2 Year,Yes,2630,26,256,0
24391,Female,22,1,28,0,< 1 Year,Yes,37437,152,2899,1
23988,Female,22,1,8,1,< 1 Year,No,42236,160,39,0
51595,Male,43,1,18,0,1-2 Year,Yes,52261,26,199,0
54741,Female,23,1,13,1,< 1 Year,No,28101,160,278,0
57362,Male,48,1,20,0,1-2 Year,Yes,2630,156,46,1
18289,Female,64,1,28,0,1-2 Year,Yes,2630,156,155,0
22002,Female,35,1,10,1,1-2 Year,No,30877,152,270,0
18456,Female,65,1,8,0,< 1 Year,Yes,2630,1,101,0
10835,Male,31,1,41,1,1-2 Year,No,29222,124,289,0
36000,Female,25,1,28,1,< 1 Year,No,42961,152,12,0
3686,Male,26,1,43,0,< 1 Year,Yes,2630,160,1652,0
13187,Male,26,1,28,1,< 1 Year,No,46978,152,141,0
38807,Male,43,1,28,1,1-2 Year,No,25487,26,204,0
34916,Female,64,1,28,0,1-2 Year,Yes,47753,122,248,0
50720,Male,44,1,28,0,1-2 Year,Yes,26611,124,128,0
61428,Female,30,1,41,1,< 1 Year,No,30248,152,15,0
28074,Female,34,1,39,1,1-2 Year,No,2630,152,149,0
32953,Female,49,1,28,0,1-2 Year,Yes,23774,154,117,1
53392,Female,22,1,29,0,< 1 Year,No,2630,156,28,0
29221,Male,57,1,28,1,1-2 Year,No,2630,26,158,0
28502,Female,26,1,15,1,< 1 Year,No,32997,152,52,0
2380,Female,39,1,28,1,1-2 Year,No,41064,26,93,0
18158,Female,52,1,28,1,1-2 Year,No,98337,124,179,0
62417,Female,45,1,46,0,1-2 Year,Yes,59489,91,144,1
27030,Female,47,1,25,0,1-2 Year,Yes,2630,156,284,1
31576,Male,73,1,5,1,1-2 Year,No,2630,26,21,0
30180,Male,47,1,28,0,> 2 Years,Yes,2630,158,175,1
42721,Male,24,1,8,1,< 1 Year,No,36563,152,139,0
27745,Male,21,1,36,0,< 1 Year,Yes,36405,152,100,0
43971,Male,28,1,45,1,< 1 Year,No,2630,152,171,0
58802,Female,25,1,29,1,< 1 Year,No,30775,152,37,0
34252,Female,22,1,8,1,< 1 Year,No,29240,160,295,0
51798,Female,42,1,33,0,1-2 Year,Yes,27549,124,182,0
48737,Male,52,1,46,0,1-2 Year,Yes,2630,124,28,0
31702,Male,76,1,8,1,1-2 Year,No,41704,26,183,0
58176,Male,30,1,15,1,< 1 Year,No,43852,152,127,0
12755,Male,64,1,28,1,1-2 Year,No,32796,124,250,0
27961,Male,24,1,8,1,< 1 Year,No,69958,152,253,0
10250,Male,25,1,28,0,1-2 Year,Yes,136061,122,294,1
63860,Male,31,1,3,0,< 1 Year,Yes,24452,26,129,0
6496,Female,43,1,33,0,< 1 Year,No,2630,1,130,0
22822,Male,61,1,28,0,> 2 Years,Yes,25445,122,12,1
58817,Male,58,1,28,1,1-2 Year,No,32560,13,46,0
31944,Male,47,1,28,0,> 2 Years,Yes,47309,26,132,0
58149,Female,49,1,28,1,1-2 Year,No,38201,124,227,0
34874,Female,28,1,28,1,< 1 Year,No,41208,152,111,0
12214,Female,42,1,12,0,1-2 Year,Yes,32019,154,37,1
65494,Female,59,1,15,1,1-2 Year,No,2630,14,209,0
64790,Male,27,1,25,1,< 1 Year,No,31361,152,83,0
42081,Male,23,1,37,1,< 1 Year,No,22749,152,141,0
44101,Male,25,1,12,0,< 1 Year,Yes,2630,152,99,0
61494,Female,37,1,8,0,1-2 Year,Yes,32369,160,171,0
44638,Male,68,1,8,0,1-2 Year,Yes,43234,26,276,0
16767,Female,50,1,41,0,1-2 Year,Yes,46614,136,132,1
6080,Male,46,1,28,0,1-2 Year,Yes,34959,26,272,0
39075,Female,59,1,28,0,1-2 Year,Yes,40298,26,294,1
55437,Male,20,1,41,1,< 1 Year,No,24345,160,13,0
11042,Female,62,1,28,0,1-2 Year,Yes,25582,155,42,1
61277,Female,22,1,7,1,< 1 Year,No,32405,152,276,0
43863,Male,42,1,45,0,1-2 Year,Yes,26616,124,282,0
24262,Male,21,1,37,0,< 1 Year,Yes,25813,160,139,0
29891,Female,23,1,8,0,< 1 Year,No,45099,151,24,0
3054,Female,38,1,8,0,1-2 Year,Yes,33642,124,33,0
26195,Female,57,1,28,1,1-2 Year,No,24140,139,105,0
57815,Male,29,1,2,0,< 1 Year,Yes,30385,154,218,0
5970,Female,69,1,46,1,1-2 Year,No,30271,8,172,0
35349,Female,24,1,14,1,< 1 Year,No,36396,152,262,0
46989,Male,37,1,46,0,1-2 Year,Yes,2630,157,257,1
50914,Female,24,1,43,1,< 1 Year,No,19697,152,125,0
32670,Female,30,1,37,1,< 1 Year,No,2630,26,61,0
9510,Female,46,1,39,1,1-2 Year,No,32743,124,37,0
28733,Female,22,1,16,1,< 1 Year,Yes,31302,152,96,0
36447,Female,23,1,29,1,1-2 Year,No,28613,156,138,0
61012,Female,20,1,36,1,< 1 Year,No,33187,160,84,0
26049,Male,39,1,20,0,1-2 Year,Yes,2630,124,209,1
32292,Male,54,1,28,0,1-2 Year,Yes,34127,124,284,0
21579,Male,22,1,33,1,< 1 Year,No,32528,152,288,0
1769,Male,43,1,28,0,1-2 Year,Yes,28991,26,121,1
54504,Male,44,1,40,0,1-2 Year,Yes,30312,26,18,1
12640,Female,23,1,36,1,< 1 Year,No,34000,152,163,0
33550,Female,27,1,28,1,< 1 Year,No,38887,152,286,0
2542,Male,59,1,1,0,1-2 Year,No,2630,122,168,0
16484,Male,54,1,28,0,1-2 Year,No,54731,26,218,0
32153,Male,33,1,28,0,1-2 Year,Yes,34288,124,147,1
39816,Female,23,1,50,0,< 1 Year,Yes,29716,152,170,0
60188,Female,53,1,28,0,1-2 Year,Yes,30955,26,40,1
64224,Female,22,1,8,1,< 1 Year,No,29315,152,34,0
17232,Male,24,1,8,1,< 1 Year,No,47282,152,130,0
17911,Male,58,1,50,0,1-2 Year,Yes,47960,26,136,1
22990,Female,20,1,3,1,< 1 Year,No,28799,160,131,0
49186,Female,33,1,3,0,1-2 Year,No,28730,154,266,0
27816,Male,40,1,28,0,1-2 Year,Yes,40037,124,108,0
57069,Female,23,1,32,0,< 1 Year,Yes,20675,152,286,0
36822,Female,24,1,23,0,< 1 Year,Yes,2630,124,134,0
51566,Female,23,1,28,0,< 1 Year,Yes,38668,154,279,0
31032,Female,32,1,29,0,< 1 Year,Yes,24141,124,111,1
49824,Male,24,1,30,1,< 1 Year,No,39460,152,195,0
49141,Male,52,1,8,0,1-2 Year,No,53214,124,171,0
16308,Male,38,1,28,0,1-2 Year,Yes,42964,124,134,0
11980,Female,51,1,28,1,1-2 Year,No,42792,29,272,0
17549,Male,71,1,50,0,1-2 Year,Yes,33966,26,13,0
62252,Male,26,1,7,1,< 1 Year,No,36775,152,115,0
58500,Male,23,1,15,1,< 1 Year,No,35419,152,229,0
16575,Female,30,1,33,0,< 1 Year,Yes,28370,152,216,0
952,Male,30,1,41,1,< 1 Year,No,72628,152,107,0
3678,Female,70,1,43,0,1-2 Year,Yes,32029,26,271,0
45995,Male,51,1,28,0,1-2 Year,Yes,40804,26,88,0
20022,Male,54,1,15,1,1-2 Year,No,29833,124,187,0
9280,Female,32,1,26,1,< 1 Year,No,32795,152,94,0
21762,Male,64,1,8,1,1-2 Year,No,42040,124,116,0
39834,Male,45,1,28,1,1-2 Year,No,24461,26,29,0
21283,Male,45,1,28,0,1-2 Year,Yes,33516,124,1776,1
64921,Male,48,1,8,0,> 2 Years,Yes,44021,124,135,0
34872,Male,41,1,28,0,1-2 Year,Yes,43678,26,65,1
53535,Female,23,1,50,1,< 1 Year,No,35986,152,198,0
18916,Female,23,1,28,0,< 1 Year,Yes,2630,158,254,1
64469,Female,21,1,6,0,< 1 Year,Yes,14260,160,42,1
64093,Male,30,1,15,1,< 1 Year,No,38202,152,194,0
30310,Female,24,1,46,1,< 1 Year,No,28062,152,231,0
29141,Female,80,1,3,0,1-2 Year,Yes,2630,26,256,0
43131,Female,26,1,13,1,< 1 Year,No,2630,152,278,0
20052,Female,47,1,41,0,1-2 Year,Yes,44825,152,11,1
15324,Female,26,1,28,1,1-2 Year,Yes,2630,124,138,0
28546,Male,55,1,28,1,1-2 Year,No,45078,26,27,0
19075,Male,62,1,28,0,1-2 Year,Yes,54210,26,238,0
2404,Female,50,1,28,0,1-2 Year,Yes,65540,26,148,0
11667,Female,51,1,8,0,1-2 Year,Yes,40488,124,183,0
37939,Male,54,1,41,1,1-2 Year,No,28387,124,215,0
32941,Female,42,1,48,1,1-2 Year,No,2630,15,133,0
13801,Male,29,1,28,0,1-2 Year,Yes,2630,154,74,0
31826,Male,48,1,8,0,1-2 Year,Yes,31632,124,50,0
56328,Male,48,1,28,1,1-2 Year,No,24616,8,53,0
61384,Female,58,1,33,0,1-2 Year,No,40074,124,158,0
18201,Female,28,1,46,1,< 1 Year,No,37994,152,57,0
48474,Male,42,1,12,0,1-2 Year,Yes,35390,29,234,0
52650,Female,40,1,41,0,1-2 Year,Yes,33801,26,33,0
23930,Male,22,1,8,0,< 1 Year,Yes,43496,152,247,0
15718,Female,32,1,2,1,< 1 Year,No,25656,152,39,0
65370,Male,28,1,15,1,< 1 Year,No,32845,152,273,0
46968,Male,25,1,44,1,< 1 Year,No,38240,152,290,0
45055,Male,40,1,28,0,1-2 Year,Yes,29350,31,99,1
64334,Male,31,1,30,1,< 1 Year,No,2630,152,112,0
56305,Male,24,1,15,1,< 1 Year,No,2630,152,278,0
48167,Male,61,1,28,0,1-2 Year,Yes,38779,124,192,1
62184,Male,34,1,33,1,1-2 Year,No,29773,26,188,0
11655,Female,23,1,30,1,< 1 Year,No,27672,152,132,0
4903,Female,24,1,41,1,< 1 Year,No,16638,152,243,0
11361,Male,43,1,1,0,1-2 Year,Yes,2630,26,130,0
37538,Male,73,1,28,0,1-2 Year,Yes,31084,122,285,1
31313,Male,46,1,28,0,> 2 Years,Yes,37890,26,182,0
19227,Male,23,1,2,0,< 1 Year,Yes,23760,160,25,0
60623,Female,72,1,50,0,1-2 Year,No,2630,8,96,0
5786,Male,31,1,30,1,< 1 Year,Yes,24242,152,30,0
6181,Female,33,1,41,1,1-2 Year,No,37208,26,240,0
51657,Male,58,1,48,0,1-2 Year,Yes,2630,26,52,0
11434,Male,71,1,36,0,1-2 Year,Yes,47565,30,120,0
65516,Male,60,1,28,1,1-2 Year,No,39398,122,82,0
5348,Male,21,1,3,0,< 1 Year,Yes,63305,152,201,0
12469,Female,45,1,8,1,1-2 Year,No,32049,124,147,0
43784,Male,43,1,28,0,> 2 Years,Yes,40137,26,297,1
29760,Male,46,1,28,1,1-2 Year,No,30196,124,252,0
3811,Female,25,1,21,1,< 1 Year,No,33525,152,238,0
35619,Male,52,1,28,0,> 2 Years,Yes,43901,26,266,1
56004,Female,23,1,39,0,< 1 Year,Yes,49443,152,91,0
22477,Male,45,1,47,0,1-2 Year,Yes,2630,156,198,0
35880,Female,42,1,41,0,1-2 Year,Yes,28832,26,63,0
19422,Female,74,1,28,0,1-2 Year,Yes,33853,124,206,0
35062,Male,34,1,45,0,1-2 Year,Yes,23461,154,285,0
11268,Male,23,1,2,0,1-2 Year,Yes,32374,26,77,1
18021,Female,24,1,29,1,< 1 Year,No,39790,152,258,0
64178,Male,42,1,28,0,1-2 Year,Yes,29620,124,289,0
50518,Male,21,1,46,0,< 1 Year,Yes,36297,160,126,0
53093,Male,28,1,41,1,< 1 Year,No,43397,152,227,0
47010,Male,23,1,50,1,< 1 Year,No,36848,152,163,0
18524,Male,45,1,50,0,1-2 Year,Yes,34285,124,222,0
59998,Male,68,1,8,0,> 2 Years,Yes,25752,26,163,0
65441,Male,53,1,0,0,1-2 Year,No,2630,26,246,0
41275,Male,60,1,28,1,1-2 Year,No,39622,26,208,0
54665,Female,38,1,16,0,1-2 Year,Yes,25352,152,64,0
63312,Male,48,1,28,0,1-2 Year,Yes,2630,124,102,0
2630,Male,26,1,26,0,< 1 Year,Yes,42483,152,172,0
64151,Female,25,1,9,1,< 1 Year,No,24260,152,296,0
43462,Male,27,1,11,1,< 1 Year,No,36592,152,128,0
7369,Male,24,1,28,1,< 1 Year,No,23425,152,229,0
20445,Male,63,1,28,0,> 2 Years,Yes,56464,26,227,0
3930,Female,50,1,8,0,1-2 Year,Yes,52938,26,263,0
34090,Female,23,1,11,1,< 1 Year,No,28388,152,230,0
44933,Female,49,1,15,0,1-2 Year,Yes,31184,124,165,1
60645,Male,63,1,28,1,1-2 Year,No,2630,124,71,0
45474,Female,65,1,28,0,1-2 Year,Yes,63135,26,126,0
